airport_code,city,coordinate,country,image_url,airport_name,icao,time_zone,city_code,country_iso2
LGU,Logan,41.7354861:-111.834388,United States,,Cache,KLGU,America/Denver,LGU,US
LGX,Lugh Ganane,3.8:42.05,Somalia,,Lugh Ganane,HCMJ,Africa/Mogadishu,LGX,SO
LGY,Lagunillas,10.12:-71.24,Venezuela,,Lagunillas,,America/Caracas,LGY,VE
LGZ,Leguizamo,-0.158832:-74.782898,Colombia,,Shannan Longzi Airport,ZUSH,Asia/Shanghai,LGZ,CN
LHA,Lahr,48.3427939:7.8775617,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/LahrSchwarzwald.jpg/800px-LahrSchwarzwald.jpg,Black Forest,EDTL,Europe/Berlin,LHA,DE
LHB,Lost Harbor,54.2259528:-165.6080944,United States,,Lost Harbor Sea Port,,America/Nome,LHB,US
LHE,Lahore,31.54505:74.340683,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Shahi_Masjid_Lahore.jpg/800px-Shahi_Masjid_Lahore.jpg,Allama Iqbal International Airport,OPLA,Asia/Karachi,LHE,PK
LHG,Lightning Ridge,-29.427789:147.9789634,Australia,,Lightning Ridge,YLRD,Australia/Sydney,LHG,AU
LHI,Lereh,-3.13:139.93,Indonesia,,Lereh,WAJL,Asia/Jayapura,LHI,ID
LHK,Guanghua,32.39:111.69,China,,Guanghua,ZHGH,Asia/Shanghai,LHK,CN
LHM,Lincoln,38.891565:-121.2930079,United States,,,,,,
LHN,Lishan,24.25:121.22,Taiwan,,Lishan,,Asia/Taipei,LHN,TW
LHP,Lehu,-6.52:155.7,Papua New Guinea,,Lehu,,Pacific/Port_Moresby,LHP,PG
LHS,Las Heras,-46.53:-68.95,Argentina,,Las Heras,SAVH,America/Argentina/Rio_Gallegos,LHS,AR
LHU,Caprivi,-17.8193419:23.9536466,Namibia,,Lianshulu,,Africa/Windhoek,LHU,
LHV,Lock Haven,41.1370133:-77.4469263,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Downtown_Lock_Haven_at_Night.jpg/800px-Downtown_Lock_Haven_at_Night.jpg,W T Piper Memorial,KLHV,America/New_York,LHV,US
LHW,Lanzhou,36.061255:103.834377,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/%E5%85%B0%E5%B7%9E%E7%9A%8B%E5%85%B0%E5%B1%B1201905.jpg/800px-%E5%85%B0%E5%B7%9E%E7%9A%8B%E5%85%B0%E5%B1%B1201905.jpg,Lanzhou Zhongchuan International Airport,ZLLL,Asia/Shanghai,LHW,CN
LIA,Liangping,30.68:107.79,China,,Liangping,ZULP,Asia/Shanghai,LIA,CN
LIB,Limbunya,-17.24:129.88,Australia,,Limbunya,YLIM,Australia/Darwin,LIB,AU
LIC,Limon,39.2638762:-103.6921737,United States,,Municipal,KLIC,America/Denver,LIC,US
LID,Leiden,,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Rapenburg_Leiden_Centrum.jpg/800px-Rapenburg_Leiden_Centrum.jpg,,,,,
LIE,Libenge,3.65:18.6333333,Democratic Republic of the Congo,,Libenge,FZFA,Africa/Kinshasa,LIE,CD
LIF,Lifou,-21.0384968:167.2405153,New Caledonia,,Lifou Airport,NWWL,Pacific/Noumea,LIF,NC
LIG,Limoges,45.833619:1.261105,France,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Centre-ville_et_champ_de_Juillet.JPG/800px-Centre-ville_et_champ_de_Juillet.JPG,Bellegarde Airport,LFBL,Europe/Paris,LIG,FR
LIH,Lihue,21.9811111:-159.3711111,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Lihue-hawaii-aerial.jpg/800px-Lihue-hawaii-aerial.jpg,Lihue Airport,PHLI,Pacific/Honolulu,LIH,US
LII,Mulia,-3.72:137.95,Indonesia,,Mulia,WABQ,Asia/Jayapura,LII,ID
LIJ,Long Island,54.9:-132.75,United States,,Long Island,,America/Sitka,LIJ,US
LIK,Likiep Island,9.9255568:169.1322744,Marshall Islands,,Likiep Island,,Pacific/Majuro,LIK,MH
LIL,Lille,50.62925:3.057256,France,,Lille Airport,LFQQ,Europe/Paris,LIL,FR
LIM,Lima,-12.0433333:-77.0283333,Peru,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Sanisidroskyscrapers.jpg/800px-Sanisidroskyscrapers.jpg,Jorge Chavez International Airport,SPJC,America/Lima,LIM,PE
LIO,Limon,9.989424:-83.037394,Costa Rica,,Limon International Airport,MRLM,America/Costa_Rica,LIO,CR
LIP,Lins,-21.679443:-49.7433424,Brazil,,Lins,SWXQ,America/Sao_Paulo,LIP,BR
LIQ,Lisala,2.15:21.5166667,Democratic Republic of the Congo,,Lisala,FZGA,Africa/Kinshasa,LIQ,CD
LIR,Liberia,10.63065:-85.440079,Costa Rica,,Liberia Airport,MRLB,America/Costa_Rica,LIR,CR
LIS,Lisbon,38.706932:-9.1356321,Portugal,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Lisbon_%2836831596786%29_%28cropped%29.jpg/960px-Lisbon_%2836831596786%29_%28cropped%29.jpg,Lisbon Portela Airport,LPPT,Europe/Lisbon,LIS,PT
LIT,Little Rock,34.7464809:-92.2895948,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Littlerock.jpg/960px-Littlerock.jpg,Bill and Hillary Clinton National Airport,KLIT,America/Chicago,LIT,US
LIU,Linosa,,Italy,,,,,,
LIV,Livengood,65.5244443:-148.5447222,United States,,Livengood,4AK,America/Anchorage,LIV,US
LIW,Loikaw,19.6741667:97.2091667,Myanmar,,Loikaw Airport,VYLK,Asia/Rangoon,LIW,MM
LIX,Likoma Island,-12.0584005:34.7354031,Malawi,,Likoma,FWLK,Africa/Blantyre,LIX,MW
LIY,Hinesville,,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Hinesville_city_hall.jpg/800px-Hinesville_city_hall.jpg,Wright AAF,KLHW,America/New_York,LIY,US
LIZ,Limestone,,United States,,Loring AFB,ME16,America/New_York,LIZ,US
LJA,Lodja,-3.5241667:23.5963889,Democratic Republic of the Congo,,Lodja,FZVA,Africa/Lubumbashi,LJA,CD
LJG,Lijiang City,23.58:102.01,China,,Lijiang Airport,ZPLJ,Asia/Shanghai,LJG,CN
LJN,Lake Jackson,29.0338575:-95.4343859,United States,,Brazoria County,KLJN,America/Chicago,LJN,US
LJU,Ljubljana,46.0514263:14.5059655,Slovenia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/View_on_Ljubljana_from_Neboti%C4%8Dnik_Tower_%2838458386985%29.jpg/799px-View_on_Ljubljana_from_Neboti%C4%8Dnik_Tower_%2838458386985%29.jpg,Ljubljana Joze Pucnik Airport,LJLJ,Europe/Ljubljana,LJU,SI
LKA,Larantuka,-8.35:122.98,Indonesia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Cattedrale_di_Larantuka.jpg/960px-Cattedrale_di_Larantuka.jpg,Gewayenta Airport,WATL,Asia/Makassar,LKA,ID
LKB,Lakeba,-18.222141:-178.7974793,Fiji,,Lakeba Airport,NFNK,Pacific/Fiji,LKB,FJ
LKC,Lekana,-2.32:14.6,Republic of the Congo,,Lekana,,Africa/Brazzaville,LKC,CG
LKD,Lakeland Downs,-15.84:144.85,Australia,,Lakeland Downs,YLND,Australia/Brisbane,LKD,AU
LKG,Lokichoggio,4.2:34.35,Kenya,,Lokichoggio,HKLK,Africa/Nairobi,LKG,KE
LKH,Long Akah,,Malaysia,,Long Akah,WBGL,Asia/Kuching,LKH,MY
LKK,Kulik Lake,58.9783454:-155.0283569,United States,,Kulik Lake,PAKL,America/Anchorage,LKK,US
LKL,Lakselv,70.07:24.97,Norway,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Lakselv.JPG/800px-Lakselv.JPG,Banak Airport,ENNA,Europe/Oslo,LKL,NO
LKN,Leknes,68.1465068:13.6096372,Norway,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Leknes-winter.jpg/800px-Leknes-winter.jpg,Leknes Airport,ENLK,Europe/Oslo,LKN,NO
LKO,Lucknow,26.8465108:80.9466832,India,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Gomti_Nagar.jpg/960px-Gomti_Nagar.jpg,Chaudhary Charan Singh International Airport,VILK,Asia/Kolkata,LKO,IN
LKP,Lake Placid,44.2794911:-73.9798713,United States,,Lake Placid,KLKP,America/New_York,LKP,US
LKR,Las Khoreh,11.17:48.2,Somalia,,Las Khoreh,,Africa/Mogadishu,LKR,SO
LKS,Lakeside,29.85:-95.69,United States,,Lakeside,,America/Chicago,LKS,US
LKT,Lakota,5.85:-5.6833333,Ivory Coast,,,,,,
LKU,Lake Rudolf,3.6268222:36.0023225,Kenya,,Lake Rudolf,,Africa/Nairobi,LKU,KE
LKV,Lakeview,42.1887721:-120.345792,United States,,Lake County,KLKV,America/Los_Angeles,LKV,US
LKY,Lake Manyara,-3.6033141:35.784354,Tanzania,,Lake Manyara Airport,HTLM,Africa/Dar_es_Salaam,LKY,TZ
LLA,Lulea,65.5841574:22.1547489,Sweden,,Lulea Airport,ESPA,Europe/Stockholm,LLA,SE
LLE,Malelane,-25.47:31.57,South Africa,,Malelane,FAMN,Africa/Johannesburg,LLE,ZA
LLF,LingLing,,China,,Lingling Airport,ZGLG,Asia/Shanghai,LLF,CN
LLG,Chillagoe,-17.1552594:144.5242866,Australia,,Chillagoe,YCGO,Australia/Brisbane,LLG,AU
LLH,Las Limas,15.43:-87.88,Honduras,,Las Limas,,America/Tegucigalpa,LLH,HN
LLI,Lalibela,11.98:38.98,Ethiopia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Lalibela%2C_san_giorgio%2C_esterno_24.jpg/692px-Lalibela%2C_san_giorgio%2C_esterno_24.jpg,Lalibela Airport,HALL,Africa/Addis_Ababa,LLI,ET
LLK,Lankaran,38.753611:48.851111,Azerbaijan,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Lankaran_SV100334.jpg/800px-Lankaran_SV100334.jpg,Lankaran International Airport,UBBL,Asia/Baku,LLK,AZ
LLL,Lissadell,-16.5:128.67,Australia,,Lissadell,,Australia/Perth,LLL,AU
LLM,Long Lama,3.77:114.4,Malaysia,,Long Lama,,Asia/Kuching,LLM,MY
LLN,Kelila,-3.72:138.7,Indonesia,,Kelila,,Asia/Jayapura,LLN,ID
LLP,Linda Downs,-23.02:138.7,Australia,,Linda Downs,,Australia/Brisbane,LLP,AU
LLS,Las Lomitas,-24.72:-60.55,Argentina,,Las Lomitas,SATK,America/Argentina/Cordoba,LLS,AR
LLU,Alluitsup Paa,60.4625:-45.5694444,Greenland,,Alluitsup Paa,,America/Godthab,LLU,GL
LLW,Lilongwe,-13.9833333:33.7833333,Malawi,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/LILONGWE_CITY_AT_NIGHT.jpg/960px-LILONGWE_CITY_AT_NIGHT.jpg,Lilongwe International Airport,FWKI,Africa/Blantyre,LLW,MW
LLX,Lyndonville,44.5336665:-72.0031513,United States,,Lyndonville,KCDA,America/New_York,LLX,US
LLY,Mount Holly,39.995033:-74.786824,United States,,Burlington County,KVAY,America/New_York,LLY,US
LMA,Lake Minchumina,63.8827778:-152.3122222,United States,,Lake Minchumina,PAMH,America/Anchorage,LMA,US
LMB,Salima,-13.78074:34.458481,Malawi,,Salima,FWSM,Africa/Blantyre,LMB,MW
LMC,Lamacarena,3.301564:-73.883754,Colombia,,Lamacarena,SKNA,America/Bogota,LMC,CO
LMD,Los Menucos,-40.8478508:-68.0889893,Argentina,,Los Menucos,,America/Argentina/Salta,LMD,AR
LME,Le Mans,48.00611:0.199556,France,,Arnage,LFRM,Europe/Paris,LME,FR
LMG,Lamassa,-4.67:152.73,Papua New Guinea,,Lamassa,,Pacific/Port_Moresby,LMG,PG
LMH,Limon,15.7810288:-85.5460141,Honduras,,Limon,,America/Tegucigalpa,LMH,HN
LMI,Lumi,-3.47:142.03,Papua New Guinea,,Lumi,AYLU,Pacific/Port_Moresby,LMI,PG
LML,Lae Island,8.92:166.26,Marshall Islands,,Lae Island,,Pacific/Majuro,LML,MH
LMM,Los Mochis,25.789314:-108.99163,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Suburbs_of_Los_Mochis%2C_Sinaloa%2C_Mexico.jpg/800px-Suburbs_of_Los_Mochis%2C_Sinaloa%2C_Mexico.jpg,Federal Airport,MMLM,America/Mazatlan,LMM,MX
LMN,Limbang,4.81:115.01,Malaysia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Limbang_plaza.jpg/800px-Limbang_plaza.jpg,Limbang Airport,WBGJ,Asia/Kuching,LMN,MY
LMO,Lossiemouth,,United Kingdom,,Lossiemouth RAF Station,EGQS,Europe/London,LMO,GB
LMP,Lampedusa,35.5:12.62,Italy,,Lampedusa Airport,LICD,Europe/Rome,LMP,IT
LMQ,Marsa Brega,30.38:19.58,Libya,,Marsa Brega,HLMB,Africa/Tripoli,LMQ,LY
LMR,Lime Acres,-28.363951:23.46945,South Africa,,Lime Acres,FALC,Africa/Johannesburg,LMR,ZA
LMS,Louisville,33.1237377:-89.0550624,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Louisville_Skyline_2021_%283%29.jpg/800px-Louisville_Skyline_2021_%283%29.jpg,Winston County,KLMS,America/Chicago,LMS,US
LMT,Klamath Falls,42.224867:-121.7816704,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Klamath_Falls_%282022%29.jpg/800px-Klamath_Falls_%282022%29.jpg,Crater Lake Klamath Regional Airport,KLMT,America/Los_Angeles,LMT,US
LMX,Lopez De Micay,3.05:-77.55,Colombia,,Lopez De Micay,,America/Bogota,LMX,CO
LMY,Lake Murray,-6.8761026:141.5044957,Papua New Guinea,,Lake Murray,AYLM,Pacific/Port_Moresby,LMY,PG
LMZ,Palma,-10.75:40.47,Mozambique,,Palma,,Africa/Maputo,LMZ,MZ
LNB,Lamen Bay,-16.58:168.16,Vanuatu,,Lamen Bay,NVSM,Pacific/Efate,LNB,VU
LNC,Lengbati,,Papua New Guinea,,Lengbati,AYLT,Pacific/Port_Moresby,LNC,PG
LND,Lander,42.833014:-108.7306725,United States,,Hunt Field,KLND,America/Denver,LND,US
LNE,Lonorore,-15.87:168.17,Vanuatu,,Lonorore,NVSO,Pacific/Efate,LNE,VU
LNF,Munbil,-4.85:141.22,Papua New Guinea,,Munbil,AYYM,Pacific/Port_Moresby,LNF,PG
LNG,Lese,-8.27:146.27,Papua New Guinea,,Lese,AYLS,Pacific/Port_Moresby,LNG,PG
LNH,Lake Nash,-20.98:137.92,Australia,,Lake Nash,YLKN,Australia/Darwin,LNH,AU
LNI,Lonely,,United States,,Dew Station,PALN,America/Anchorage,LNI,US
LNJ,Lincang,23.877573:100.079583,China,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/%E4%B8%B4%E6%B2%A7%E5%A4%A9%E9%99%85%E7%BA%BF_-_%E8%88%AA%E6%8B%8D_-_2024-10-14_08.jpg/960px-%E4%B8%B4%E6%B2%A7%E5%A4%A9%E9%99%85%E7%BA%BF_-_%E8%88%AA%E6%8B%8D_-_2024-10-14_08.jpg,Lincang Airport,ZPLC,Asia/Shanghai,LNJ,CN
LNK,Lincoln,40.806862:-96.681679,United States,,Lincoln Airport,KLNK,America/Chicago,LNK,US
LNM,Langimar,-7.216667:146.2,Papua New Guinea,,Langimar,AYLN,Pacific/Port_Moresby,LNM,PG
LNN,Willoughby,41.6397696:-81.4065011,United States,,Lost Nation,KLNN,America/New_York,LNN,US
LNO,Leonora,-28.8833833:121.3308571,Australia,,Leonora,YLEO,Australia/Perth,LNO,AU
LNP,Wise,36.9759345:-82.5757108,United States,,Wise,KLNP,America/New_York,LNP,US
LNQ,Loani,-10.58:150.58,Papua New Guinea,,Loani,,Pacific/Port_Moresby,LNQ,PG
LNR,Lone Rock,43.1833235:-90.1979016,United States,,Tri County,KLNR,America/Chicago,LNR,US
LNS,Lancaster,40.0378755:-76.3055144,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Lancaster_Pennsylvania_downtown.jpg/800px-Lancaster_Pennsylvania_downtown.jpg,Lancaster Airport,KLNS,America/New_York,LNS,US
LNV,Lihir Island,-3.0896243:152.5678548,Papua New Guinea,,Lihir Island,AYKY,Pacific/Port_Moresby,LNV,PG
LNX,Smolensk,54.7811013:32.0488892,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Smolensk_downtown.jpg/800px-Smolensk_downtown.jpg,Smolensk,,Europe/Moscow,LNX,RU
LNY,Lanai City,20.83169:-156.921402,United States,,Lanai Airport,PHNY,Pacific/Honolulu,LNY,US
LNZ,Linz,48.30694:14.28583,Austria,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Linz_Blick_von_Freinbergstrasse_32-2_%28cropped%29.jpg/800px-Linz_Blick_von_Freinbergstrasse_32-2_%28cropped%29.jpg,Linz Airport,LOWL,Europe/Vienna,LNZ,AT
LOA,Lorraine,-18.99:139.91,Australia,,Lorraine,YLOR,Australia/Brisbane,LOA,AU
LOB,Los Andes,-32.835159:-70.595238,Chile,,Los Andes,SCAN,America/Santiago,LOB,CL
LOC,Lock,-33.54:135.69,Australia,,Lock,YLOK,Australia/Adelaide,LOC,AU
LOD,Longana,-15.298799:167.953988,Vanuatu,,Longana,NVSG,Pacific/Efate,LOD,VU
LOE,Loei,17.4220407:101.6157773,Thailand,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Loei_Bus_Terminal_2.jpg/799px-Loei_Bus_Terminal_2.jpg,Loei Airport,VTUL,Asia/Bangkok,LOE,TH
LOF,Loen,7.8:168.28,Marshall Islands,,Loen,,Pacific/Majuro,LOF,MH
LOG,Longview,46.1381676:-122.9381672,United States,,Longview,,America/Los_Angeles,LOG,US
LOH,Catamayo,-3.9887495:-79.3567581,Ecuador,,Ciudad de Catamayo Airport,SETM,America/Guayaquil,LOH,EC
LOI,Lontras,-4.38:-51.92,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Bandeira_do_munic%C3%ADpio_de_Lontras_%28SC%29.svg/800px-Bandeira_do_munic%C3%ADpio_de_Lontras_%28SC%29.svg.png,Helmuth Baungartem,SSLN,America/Sao_Paulo,LOI,BR
LOK,Lodwar,3.12:35.61,Kenya,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Lodwar_Kenya_from_hill2010.JPG/960px-Lodwar_Kenya_from_hill2010.JPG,Lodwar Airport,HKLO,Africa/Nairobi,LOK,KE
LOL,Lovelock,40.1793537:-118.4734808,United States,,Derby Field,KLOL,America/Los_Angeles,LOL,US
LOM,Lagos De Moreno,21.3579529:-101.9303604,Mexico,,Francisco P. V. Y R.,,America/Mexico_City,LOM,MX
LHR,London,51.51:0.06,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/London_Skyline_%28125508655%29.jpeg/960px-London_Skyline_%28125508655%29.jpeg,London Heathrow Airport,EGLL,Europe/London,LON,GB
LOP,Lombok,-8.565:116.351,Indonesia,,Lombok International Airport,WADL,Asia/Makassar,LOP,ID
LOQ,Lobatse,-25.18:25.67,Botswana,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/My_Home_Town_from_a_Hilltop_%2C_Lobatse.jpg/800px-My_Home_Town_from_a_Hilltop_%2C_Lobatse.jpg,Lobatse,FBLO,Africa/Gaborone,LOQ,BW
LOS,Lagos,6.4530556:3.3958333,Nigeria,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2014_Tinubu_Square_Lagos_Nigeria_14640600637.jpg/800px-2014_Tinubu_Square_Lagos_Nigeria_14640600637.jpg,Murtala Muhammed International Airport,DNMM,Africa/Lagos,LOS,NG
LOT,Lockport,41.5894752:-88.057837,United States,,Lewis Lockport,KLOT,America/Chicago,LOT,US
LOV,Monclova,26.9102778:-101.4222222,Mexico,,Monclova,MMMV,America/Monterrey,LOV,MX
LOW,Louisa,38.01:-77.97,United States,,Louisa,KLKU,America/New_York,LOW,US
LOX,Los Tablones,15.405155:-89.490984,Guatemala,,Los Tablones Airport,,America/Guatemala,LOX,GT
LOY,Loyangalani,2.75:36.72,Kenya,,Loyangalani,HKLY,Africa/Nairobi,LOY,KE
LOZ,London,37.1289771:-84.0832646,United States,,Corbin-london,KLOZ,America/New_York,LOZ,US
LPA,Las Palmas,28.1248227:-15.4300065,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Las_Palmas_panorama.jpg/800px-Las_Palmas_panorama.jpg,Gran Canaria Airport,GCLP,Atlantic/Canary,LPA,ES
LPB,La Paz,-16.49901:-68.146248,Bolivia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/La_Paz_Skyline.jpg/800px-La_Paz_Skyline.jpg,El Alto International Airport,SLLP,America/La_Paz,LPB,BO
LPC,Lompoc,34.6391501:-120.4579409,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Lompoc_-_panoramio_%281%29_%28cropped%29.jpg/800px-Lompoc_-_panoramio_%281%29_%28cropped%29.jpg,Lompoc Airport,KLPC,America/Los_Angeles,LPC,US
LPD,La Pedrera,-1.33:-69.58,Colombia,,La Pedrera,SKLP,America/Bogota,LPD,CO
LPE,La Primavera,3.73:-76.23,Colombia,,La Primavera,SKIM,America/Bogota,LPE,CO
LPG,La Plata,-34.9173012:-57.9501305,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Palacio_Municipal_de_La_Plata_20..JPG/960px-Palacio_Municipal_de_La_Plata_20..JPG,La Plata,SADL,America/Argentina/Buenos_Aires,LPG,AR
LPH,Lochgilphead,,United Kingdom,,,,,,
LPI,Linkoping,58.4163681:15.6242757,Sweden,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Stora_torget%2C_Link%C3%B6ping%2C_juli_2005.jpg/800px-Stora_torget%2C_Link%C3%B6ping%2C_juli_2005.jpg,Linkoping City Airport,ESSL,Europe/Stockholm,LPI,SE
LPJ,Pijiguaos,6.58:-66.82,Venezuela,,Pijiguaos,SVAS,America/Caracas,LPJ,VE
LPK,Lipetsk,52.6059493:39.5876808,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/%D0%9B%D0%B8%D0%BF%D0%B5%D1%86%D0%BA_%D0%A1%D0%BE%D0%B1%D0%BE%D1%80%D0%BD%D0%B0%D1%8F_%D0%BF%D0%BB.jpg/800px-%D0%9B%D0%B8%D0%BF%D0%B5%D1%86%D0%BA_%D0%A1%D0%BE%D0%B1%D0%BE%D1%80%D0%BD%D0%B0%D1%8F_%D0%BF%D0%BB.jpg,Lipetsk Airport,UUOL,Europe/Moscow,LPK,RU
LPL,Liverpool,53.4107766:-2.9778383,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Liverpool_Skyline_2023.jpg/800px-Liverpool_Skyline_2023.jpg,Liverpool John Lennon Airport,EGGP,Europe/London,LPL,GB
LPM,Lamap,-16.45:167.82,Vanuatu,,Lamap,NVSL,Pacific/Efate,LPM,VU
LPN,Leron Plains,-6.58:146.45,Papua New Guinea,,Leron Plains,AYLP,Pacific/Port_Moresby,LPN,PG
LPO,Laporte,41.6091667:-86.7175,United States,,Municipal,KPPO,America/Chicago,LPO,US
LPP,Lappeenranta,61.0584483:28.1869908,Finland,,Lappeenranta,EFLP,Europe/Helsinki,LPP,FI
LPQ,Luang Prabang,19.9:102.16,Laos,,Luang Prabang International Airport,VLLB,Asia/Vientiane,LPQ,LA
LPR,Lorain,41.461:-82.165,United States,,,,,,
LPS,Lopez Island,48.526611:-122.903801,United States,,Lopez Island,S31,America/Los_Angeles,LPS,US
LPT,Lampang,18.7440477:99.7232673,Thailand,,Lampang Airport,VTCL,Asia/Bangkok,LPT,TH
LPU,Long Apung,0.58:115.6,Indonesia,,Long Apung,WALP,Asia/Makassar,LPU,ID
LPW,Little Port Walter,56.383333:-134.833333,United States,,Little Port Walter,,America/Sitka,LPW,US
LPX,Liepaja,56.4893335:21.0115827,Latvia,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Liepajas_Sveta_Jazepa_Romas_katolu_katedrale_2.jpg/800px-Liepajas_Sveta_Jazepa_Romas_katolu_katedrale_2.jpg,Liepaya Airport,EVLA,Europe/Riga,LPX,LV
LPY,Le Puy,45.042768:3.882936,France,,Loudes Airport,LFHP,Europe/Paris,LPY,FR
LQK,Pickens,34.8834489:-82.7073573,United States,,Pickens,KLQK,America/New_York,LQK,US
LQM,Puerto Leguizamo,-0.158832:-74.782898,Colombia,,Puerto Leguizamo,SKLG,America/Bogota,LQM,CO
LQN,Qala Nau,34.99:63.12,Afghanistan,,Qala Nau,OAQN,Asia/Kabul,LQN,AF
LRA,Larisa,39.632098:22.419935,Greece,,Larisa,LGLR,Europe/Athens,LRA,GR
LRB,Leribe,-28.872497:28.0417238,Lesotho,,Leribe,FXLR,Africa/Maseru,LRB,LS
LRC,Laarbruch,51.6281935:6.2001387,Germany,,,,,,
LRD,Laredo,27.506407:-99.5075421,United States,,Laredo International Airport,KLRD,America/Chicago,LRD,US
LRE,Longreach,-23.4406575:144.2510561,Australia,,Longreach Airport,YLRE,Australia/Brisbane,LRE,AU
LRG,Lora Lai,30.355394:68.6142716,Pakistan,,Lora Lai,OPLL,Asia/Karachi,LRG,PK
LRH,La Rochelle,46.160329:-1.151139,France,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/La_rochelle%2C_Le_vieux_port.JPG/800px-La_rochelle%2C_Le_vieux_port.JPG,Laleu Airport,LFBH,Europe/Paris,LRH,FR
LRI,Lorica,9.237303:-75.808372,Colombia,,Lorica,,America/Bogota,LRI,CO
LRJ,Lemars,42.7769103:-96.1925202,United States,,Municipal,KLRJ,America/Chicago,LRJ,US
LRK,Lincoln Rock,-16.12:-68.32,United States,,Coast Guard,,America/Sitka,LRK,US
LRL,Niamtougou,9.765122:1.114063,Togo,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Niamtougou1.jpg/800px-Niamtougou1.jpg,Niamtougou,DXNG,Africa/Lome,LRL,TG
LRM,La Romana,18.43:-68.97,Dominican Republic,,La Romana Airport,MDLR,America/Santo_Domingo,LRM,DO
LRO,Lathrop,,United States,,Sharpe AAF,,America/Los_Angeles,LRO,US
LRQ,Laurie River,56.22482:-101.0064529,Canada,,Laurie River,CJC8,America/Winnipeg,LRQ,CA
LRR,Lar,27.67:54.38,Iran,,Lar Airport,OISL,Asia/Tehran,LRR,IR
LRS,Leros,37.18:26.8,Greece,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Leros%2C_Greece_-_panoramio.jpg/800px-Leros%2C_Greece_-_panoramio.jpg,Leros Airport,LGLE,Europe/Athens,LRS,GR
LRT,Lorient,47.748097:-3.36597,France,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Lorient.jpg/800px-Lorient.jpg,Lann Bihoue Airport,LFRH,Europe/Paris,LRT,FR
LRU,Las Cruces,32.3199396:-106.7636538,United States,,Municipal,KLRU,America/Denver,LRU,US
LRV,Los Roques,11.7893145:-66.6116916,Venezuela,,Los Roques,SVRS,America/Caracas,LRV,VE
LSA,Losuia,-8.51:151.08,Papua New Guinea,,Losuia,AYKA,Pacific/Port_Moresby,LSA,PG
LSB,Lordsburg,32.3503605:-108.7086649,United States,,Lordsburg,KLSB,America/Denver,LSB,US
LSC,La Serena,-29.90078:-71.244766,Chile,,La Florida Airport,SCSE,America/Santiago,LSC,CL
